match_id,minute,gold_adv,xp_adv,duration_min,radiant_win
8780096406,16,-1362,-62,30.133333333333333,0
8780096406,17,-3422,-3782,30.133333333333333,0
8780096406,18,-4793,-5537,30.133333333333333,0
8780096406,19,-5558,-7176,30.133333333333333,0
8780096406,20,-6333,-8411,30.133333333333333,0
8780096406,21,-8837,-12796,30.133333333333333,0
8780096406,22,-7792,-12197,30.133333333333333,0
8780096406,23,-8609,-12569,30.133333333333333,0
8780096406,24,-10751,-17148,30.133333333333333,0
8780096406,25,-12358,-20764,30.133333333333333,0
8780096406,26,-13511,-22676,30.133333333333333,0
8780096406,27,-15288,-24938,30.133333333333333,0
8780096406,28,-17746,-29221,30.133333333333333,0
8780096406,29,-20046,-36580,30.133333333333333,0
8780096406,30,-22326,-41848,30.133333333333333,0
8780079013,0,0,0,29.433333333333334,1
8780079013,1,-33,66,29.433333333333334,1
8780079013,2,352,120,29.433333333333334,1
8780079013,3,273,-505,29.433333333333334,1
8780079013,4,22,-1338,29.433333333333334,1
8780079013,5,53,-1555,29.433333333333334,1
8780079013,6,-875,-2543,29.433333333333334,1
8780079013,7,-835,-3130,29.433333333333334,1
8780079013,8,-954,-2860,29.433333333333334,1
8780079013,9,-2660,-4769,29.433333333333334,1
8780079013,10,-3695,-4709,29.433333333333334,1
8780079013,11,-3490,-5316,29.433333333333334,1
8780079013,12,-4378,-6412,29.433333333333334,1
8780079013,13,-4229,-5107,29.433333333333334,1
8780079013,14,-3503,-5183,29.433333333333334,1
8780079013,15,-3136,-5330,29.433333333333334,1
8780079013,16,-3606,-5241,29.433333333333334,1
8780079013,17,-948,-1761,29.433333333333334,1
8780079013,18,-1542,-3244,29.433333333333334,1
8780079013,19,-768,-1885,29.433333333333334,1
8780079013,20,-316,-1017,29.433333333333334,1
8780079013,21,1872,2845,29.433333333333334,1
8780079013,22,1670,3032,29.433333333333334,1
8780079013,23,5169,6036,29.433333333333334,1
8780079013,24,4175,3410,29.433333333333334,1
8780079013,25,3747,2485,29.433333333333334,1
8780079013,26,7809,11558,29.433333333333334,1
8780079013,27,12400,20311,29.433333333333334,1
8780079013,28,11517,19572,29.433333333333334,1
8780079013,29,11905,22890,29.433333333333334,1
8780072753,0,0,0,32.53333333333333,0
8780072753,1,-302,-199,32.53333333333333,0
8780072753,2,-628,-284,32.53333333333333,0
8780072753,3,-577,-159,32.53333333333333,0
8780072753,4,-929,-703,32.53333333333333,0
8780072753,5,-1016,-665,32.53333333333333,0
8780072753,6,-1504,-1270,32.53333333333333,0
8780072753,7,-1670,-1256,32.53333333333333,0
8780072753,8,-1630,-1495,32.53333333333333,0
8780072753,9,-3109,-3325,32.53333333333333,0
8780072753,10,-3372,-3133,32.53333333333333,0
8780072753,11,-3847,-2518,32.53333333333333,0
8780072753,12,-3613,-1960,32.53333333333333,0
8780072753,13,-5560,-4504,32.53333333333333,0
8780072753,14,-6274,-5402,32.53333333333333,0
8780072753,15,-6394,-4512,32.53333333333333,0
8780072753,16,-5161,-3428,32.53333333333333,0
8780072753,17,-6177,-4143,32.53333333333333,0
8780072753,18,-4493,-1602,32.53333333333333,0
8780072753,19,-4262,-1914,32.53333333333333,0
8780072753,20,-4174,-1159,32.53333333333333,0
8780072753,21,-4324,-233,32.53333333333333,0
8780072753,22,-4208,-764,32.53333333333333,0
8780072753,23,-4910,-4171,32.53333333333333,0
8780072753,24,-6172,-7028,32.53333333333333,0
8780072753,25,-7468,-10502,32.53333333333333,0
8780072753,26,-6926,-8955,32.53333333333333,0
8780072753,27,-9038,-14040,32.53333333333333,0
8780072753,28,-10393,-14887,32.53333333333333,0
8780072753,29,-11635,-21092,32.53333333333333,0
8780072753,30,-11795,-23781,32.53333333333333,0
8780072753,31,-14677,-26597,32.53333333333333,0
8780072753,32,-19316,-33717,32.53333333333333,0
8780072726,0,0,0,31.333333333333332,1
8780072726,1,34,65,31.333333333333332,1
8780072726,2,-439,-316,31.333333333333332,1
8780072726,3,-86,238,31.333333333333332,1
8780072726,4,22,118,31.333333333333332,1
8780072726,5,-508,-425,31.333333333333332,1
8780072726,6,153,-41,31.333333333333332,1
8780072726,7,884,682,31.333333333333332,1
8780072726,8,1133,1899,31.333333333333332,1
8780072726,9,2325,2051,31.333333333333332,1
8780072726,10,2528,2397,31.333333333333332,1
8780072726,11,2824,3545,31.333333333333332,1
8780072726,12,4872,6534,31.333333333333332,1
8780072726,13,7499,7302,31.333333333333332,1
8780072726,14,7204,6399,31.333333333333332,1
8780072726,15,8817,8844,31.333333333333332,1
8780072726,16,9292,9451,31.333333333333332,1
8780072726,17,10108,10210,31.333333333333332,1
8780072726,18,10824,11443,31.333333333333332,1
8780072726,19,11335,11597,31.333333333333332,1
8780072726,20,11564,11406,31.333333333333332,1
